
342,Quincy Acy, SF,NY,68,18.9,-3.9,1.16,-2.74,-0.3
343,Rasual Butler, SF,WSH,75,20.1,-0.98,-1.77,-2.75,-0.37
344,Grant Jerrett, PF,OKC/UTAH,8,6.4,-1.67,-1.11,-2.78,-0.02
345,Greivis Vasquez, PG,TOR,82,24.3,-0.57,-2.22,-2.79,-0.53
346,C.J. Wilcox, SG,LAC,21,4.8,-1.5,-1.29,-2.79,-0.03
347,Noah Vonleh, PF,CHA,25,10.4,-2.68,-0.12,-2.8,-0.07
348,John Henson, C,MIL,67,18.3,-4.14,1.33,-2.81,-0.35
349,Hollis Thompson, SG,PHI,71,25,-1.01,-1.8,-2.81,-0.52
350,Jamaal Franklin, SG,DEN,3,4.3,-1.04,-1.77,-2.81,0
351,Ramon Sessions, PG,SAC/WSH,64,18.6,-2.51,-0.31,-2.82,-0.34
352,Dwight Buycks, PG,LAL,6,20.5,-0.43,-2.39,-2.82,-0.04
353,Jimmer Fredette, PG,NO,50,10.2,-0.88,-1.95,-2.83,-0.15
354,Jeremy Lamb, SG,OKC,47,13.5,-1.43,-1.4,-2.83,-0.19
355,Isaiah Canaan, PG,HOU/PHI,47,20,-1.07,-1.76,-2.83,-0.28
356,Jorge Gutierrez, PG,MIL/BKN,20,8.8,-1.75,-1.09,-2.84,-0.01
357,Drew Gordon, C,PHI,9,7.9,-2.35,-0.49,-2.84,-0.02
358,Jameer Nelson, PG,BOS/DAL/DEN,63,22.3,-0.38,-2.5,-2.88,-0.47
359,Arron Afflalo, SG,DEN/POR,78,32.1,-1.04,-1.84,-2.88,-0.83
360,Jerryd Bayless, PG,MIL,77,22.3,-2.36,-0.52,-2.88,-0.56
361,Brendan Haywood, C,CLE,22,5.4,-2.65,-0.24,-2.89,-0.04
362,Jerel McNeal, SG,PHX,6,6,-1.68,-1.21,-2.89,-0.01
363,Austin Daye, SF,ATL/SA,34,10.1,-2.35,-0.56,-2.91,-0.09
364,Chris Douglas-Roberts, SG,LAC,12,8.6,-1.27,-1.68,-2.95,-0.04
365,Jon Leuer, PF,MEM,63,13.1,-3.69,0.7,-2.99,-0.33
366,Brian Roberts, PG,CHA,72,18.5,-0.65,-2.36,-3.01,-0.53
367,Jeff Ayres, PF,SA,51,7.5,-1.24,-1.78,-3.02,-0.16
368,Alec Burks, PG,UTAH,27,33.3,-0.32,-2.72,-3.04,-0.38
369,Gerald Green, SG,PHX,74,19.5,0.28,-3.33,-3.05,-0.64
370,Charlie Villanueva, PF,DAL,64,10.6,-0.66,-2.39,-3.05,-0.31
371,Ian Clark, SG,DEN/UTAH,30,6.4,-1.03,-2.02,-3.05,-0.08
372,Bruno Caboclo, SF,TOR,8,2.9,-1.42,-1.64,-3.06,-0.01
373,Marcus Thornton, SG,BOS/PHX,48,15,-1.42,-1.69,-3.11,-0.35
374,Marco Belinelli, SF,SA,62,22.4,0,-3.12,-3.12,-0.66
375,Norris Cole, PG,NO/MIA,75,24.4,-1.27,-1.85,-3.12,-0.83
376,Tony Parker, PG,SA,68,28.7,0.18,-3.32,-3.14,-0.96
377,A.J. Price, PG,CLE/IND/PHX,26,12.5,-0.75,-2.42,-3.17,-0.13
378,Rajon Rondo, PG,BOS/DAL,68,29.7,-3.54,0.34,-3.2,-1.11
379,Kyle Anderson, SF,SA,33,10.8,-2.39,-0.87,-3.26,-0.2
380,JaVale McGee, C,DEN/PHI,23,11.1,-1.47,-1.8,-3.27,-0.15
381,Allen Crabbe, SF,POR,51,13.4,-2.6,-0.68,-3.28,-0.4
382,Cole Aldrich, C,NY,61,16,-4.79,1.5,-3.29,-0.55
383,Jerome Jordan, C,BKN,44,8.7,-2.65,-0.65,-3.3,-0.22
384,Jodie Meeks, SG,DET,60,24.4,-0.96,-2.37,-3.33,-0.87
385,Kostas Papanikolaou, SF,HOU,43,18.5,-2.72,-0.61,-3.33,-0.49
386,Kent Bazemore, SG,ATL,75,17.7,-3.4,0.05,-3.35,-0.8
387,Samuel Dalembert, C,NY,32,17,-4.76,1.4,-3.36,-0.32
388,Damjan Rudez, SF,IND,68,15.4,-1.31,-2.09,-3.4,-0.68
389,Travis Wear, SF,NY,51,13.2,-3.05,-0.38,-3.43,-0.44
390,Zoran Dragic, SG,MIA/PHX,16,4.7,-1.52,-1.92,-3.44,-0.05
391,Luke Babbitt, SF,NO,63,13.2,-1.66,-1.85,-3.51,-0.59
392,Dion Waiters, SG,CLE/OKC,80,27.6,-2.37,-1.14,-3.51,-1.63
393,Ish Smith, PG,PHI/OKC,55,15.1,-1.96,-1.58,-3.54,-0.62
394,Furkan Aldemir, PF,PHI,41,13.2,-1.26,-2.28,-3.54,-0.41
395,Chase Budinger, SF,MIN,67,19.2,-1.81,-1.74,-3.55,-0.97
396,Jeff Green, SF,BOS/MEM,78,31.5,-1.52,-2.05,-3.57,-1.87
397,Jarrett Jack, PG,BKN,80,28,-2.06,-1.58,-3.64,-1.75
398,Markel Brown, SG,BKN,47,16.6,-1.8,-1.84,-3.64,-0.63
399,Gary Neal, SG,MIN/CHA,54,22.1,-1.17,-2.5,-3.67,-0.96
400,Alonzo Gee, SF,DEN/POR,54,12.3,-1.38,-2.3,-3.68,-0.57
401,James Jones, SF,CLE,57,11.7,-0.28,-3.41,-3.69,-0.55
402,Dennis Schroder, PG,ATL,77,19.7,-0.78,-2.93,-3.71,-1.23
403,Jason Maxiell, PF,CHA,61,14.4,-3.74,0.02,-3.72,-0.75
404,T.J. Warren, SF,PHX,40,15.4,-2.52,-1.21,-3.73,-0.54
405,Steve Novak, SF,OKC/UTAH,35,5.6,-1.48,-2.27,-3.75,-0.17
406,Robbie Hummel, SF,MIN,45,16.5,-1.32,-2.45,-3.77,-0.66
407,Spencer Dinwiddie, PG,DET,34,13.4,-2.56,-1.21,-3.77,-0.39
408,James Young, SG,BOS,31,10.7,-1.7,-2.07,-3.77,-0.3
409,Carl Landry, PF,SAC,70,17,-2.99,-0.8,-3.79,-1.07
410,Erick Green, PG,DEN,43,9.5,-1.29,-2.51,-3.8,-0.38
411,Chris Kaman, C,POR,74,18.9,-2.56,-1.25,-3.81,-1.26
412,Tim Hardaway Jr., SG,NY,70,24,-0.43,-3.39,-3.82,-1.49
413,Kendrick Perkins, C,CLE/OKC,68,16.9,-4.93,1.08,-3.85,-1.08
414,John Salmons, SF,NO,21,12.9,-2.55,-1.33,-3.88,-0.25
415,Henry Sims, C,PHI,73,19.2,-4.19,0.29,-3.9,-1.37
416,Phil Pressey, PG,BOS,50,12,-3.11,-0.79,-3.9,-0.59
417,Shawn Marion, SG,CLE,57,19.3,-2.26,-1.67,-3.93,-1.06
418,Kevin Seraphin, C,WSH,79,15.6,-3.68,-0.27,-3.95,-1.16
419,Matt Bonner, C,SA,72,13,-1.45,-2.52,-3.97,-0.94
420,Dahntay Jones, SG,LAC,33,3.7,-2.26,-1.73,-3.99,-0.13
421,D.J. Augustin, PG,DET/OKC,82,24,-0.76,-3.24,-4,-1.99
422,Willie Green, SG,ORL,52,18.3,-3.67,-0.36,-4.03,-0.98
423,Jose Calderon, PG,NY,42,30.2,-1.29,-2.75,-4.04,-1.29
424,Austin Rivers, SG,NO/LAC,76,20.6,-2.45,-1.61,-4.06,-1.65
425,Bojan Bogdanovic, SG,BKN,78,23.8,-0.17,-3.92,-4.09,-1.91
426,Carlos Boozer, PF,LAL,71,23.8,-1.74,-2.36,-4.1,-1.82
427,Andrew Nicholson, PF,ORL,40,12.3,-3.12,-1.01,-4.13,-0.53
428,Raymond Felton, PG,DAL,29,9.7,-2.85,-1.33,-4.18,-0.32
429,Tony Wroten, SG,PHI,30,29.8,-0.34,-3.84,-4.18,-1.05
430,Kirk Hinrich, SG,CHI,66,24.4,-2.38,-1.83,-4.21,-1.85
431,DeJuan Blair, C,WSH,29,6.2,-2.96,-1.28,-4.24,-0.2
432,P.J. Hairston, SG,CHA,45,15.3,-1.6,-2.68,-4.28,-0.83
433,Nik Stauskas, SG,SAC,73,15.4,-1.88,-2.44,-4.32,-1.4
434,Jabari Parker, SF,MIL,25,29.5,-1.68,-2.65,-4.33,-0.92
435,Danny Granger, SF,MIA,30,20.4,-2.15,-2.19,-4.34,-0.72
436,Shane Larkin, PG,NY,76,24.5,-2.56,-1.8,-4.36,-2.22
437,Jordan Hill, C,LAL,70,26.8,-2.95,-1.42,-4.37,-2.34
438,K.J. McDaniels, SG,HOU/PHI,62,21.8,-3.89,-0.5,-4.39,-1.75
439,Randy Foye, SG,DEN,50,21.7,-1.93,-2.47,-4.4,-1.43
440,John Lucas III, PG,DET,21,13,-1.66,-2.75,-4.41,-0.34
441,Tayshaun Prince, SF,BOS/DET/MEM,58,24.1,-2.31,-2.11,-4.42,-1.75
442,Udonis Haslem, PF,MIA,62,16,-4.12,-0.31,-4.43,-1.25
443,Ray McCallum, PG,SAC,68,21.1,-1.48,-2.95,-4.43,-1.88
444,Joffrey Lauvergne, PF,DEN,24,11.2,-2.87,-1.71,-4.58,-0.39
445,J.J. Hickson, PF,DEN,73,19.3,-3.47,-1.13,-4.6,-2.03
446,Nick Johnson, SG,HOU,28,9.4,-3.66,-0.95,-4.61,-0.37
447,Nate Robinson, PG,DEN/LAC,42,14.1,-2.93,-1.73,-4.66,-0.67
448,Lance Thomas, SF,NY/OKC,62,24,-3.06,-1.63,-4.69,-2.12
449,Luke Ridnour, PG,ORL,47,14.5,-2.58,-2.13,-4.71,-1
450,Brandon Davies, PF,BKN/PHI,27,15.7,-1.82,-2.95,-4.77,-0.66
451,Jason Smith, PF,NY,82,21.8,-1.43,-3.38,-4.81,-2.67
452,Lance Stephenson, SG,CHA,61,25.8,-4.6,-0.21,-4.81,-2.39
453,Troy Daniels, SG,HOU/MIN/CHA,47,8.4,-2.18,-2.65,-4.83,-0.6
454,Landry Fields, SG,TOR,26,8.3,-3.03,-1.84,-4.87,-0.34
455,Cleanthony Early, SF,NY,39,16.6,-4.57,-0.35,-4.92,-1.02
456,Tyler Ennis, PG,MIL/PHX,33,12.5,-2.29,-2.74,-5.03,-0.7
457,Jeff Taylor, SF,CHA,29,14.8,-3.47,-1.68,-5.15,-0.74
458,Doug McDermott, SF,CHI,36,8.9,-3.26,-2.01,-5.27,-0.58
459,Andrea Bargnani, C,NY,29,27.1,-1.72,-3.56,-5.28,-1.4
460,JaKarr Sampson, SG,PHI,74,15.3,-3.1,-2.29,-5.39,-2.23
461,Derrick Williams, PF,SAC,74,19.8,-0.89,-4.59,-5.48,-2.9
462,Joe Harris, SG,CLE,51,9.7,-2.09,-3.55,-5.64,-1
463,Mike Miller, SG,CLE,52,13.5,-4.54,-1.23,-5.77,-1.47
464,Ben Gordon, SG,ORL,56,14.1,-2.32,-3.48,-5.8,-1.66
465,Perry Jones, SF,OKC,43,14.7,-3.8,-2.08,-5.88,-1.42
466,Jabari Brown, SG,LAL,19,29.9,-1.78,-4.23,-6.01,-1.22
467,Adreian Payne, PF,ATL/MIN,32,23.1,-3.13,-3.1,-6.23,-1.77
468,Johnny O'Bryant III, PF,MIL,34,10.8,-4.72,-1.52,-6.24,-0.89
469,Martell Webster, SF,WSH,32,11,-3.42,-2.88,-6.3,-0.84
470,Archie Goodwin, SG,PHX,41,13,-3.95,-2.51,-6.46,-1.39
471,Zach LaVine, PG,MIN,77,24.7,-2.53,-4.34,-6.87,-5.34
472,Anthony Bennett, PF,MIN,57,15.7,-3.78,-3.21,-6.99,-2.63
473,Gary Harris, SG,DEN,55,13.1,-4.66,-2.39,-7.05,-2.2
474,Brandon Rush, SG,GS,33,8.2,-4.23,-3.23,-7.46,-0.93
